被评人工号,一级组织,二级组织,三级组织,四级组织,五级组织,六级组织,被评人问卷,关系,评估人工号,理解公司战略并洞察本领域的内外部环境，识别风险点和挖掘业务增长的机会点,根据年度战略规划进行系统思考，梳理本部门的策略和重点工作事项，并制定具体可执行的计划,根据部门重点工作目标和资源现状，平衡效益和风险，在工作中做出正确判断和行动，快速推动战略落地,主动识别和记录业务管理中遇到的问题和挑战，创造性地提出改进设想并推动落地,在日常工作中，积极采取新措施和尝试新方法，持续提升工作效率,积极倾听部门成员的创新想法，建立激励机制，奖励成功实施创新想法的个人或团队，同时认可那些虽未成功但勇于尝试的创新行为,主动地学习、理解和尊重不同文化，持续提升自身的国际化视野,认识到不同视角、立场或文化带来的价值和风险，结合对各地区差异的理解，形成合理的管理机制,有效地发挥跨部门影响力，链接跨部门资源，推进复杂问题的解决,把响应客户需求作为首要任务，积极倾听，快速响应内外部客户的需求,帮助内外部客户解决问题，确保最终的产品或服务让客户满意,深入洞察，持续跟踪内外部客户需求及满足情况，建立稳定良好的客户关系,主动探索和学习本领域相关的数字化技术、AI等，引入至部门工作中，有效提升工作效率,积极参与公司数字化项目，助力公司数字化变革成功,根据部门目标，制定部门内部及跨部门的工作流程和沟通协作机制，促进工作高效开展,梳理部门成员能力现状，合理规划人才队伍，建立人才梯队,为部门设立高绩效标准，通过授权、激励、辅导等形式，挖掘员工潜力，带领部门持续打胜仗,在部门内营造良好的学习氛围，结合部门需求与员工的发展意愿，为团队成员提供多样的学习和挑战机会,对员工表现给予及时反馈，表扬优秀与进步，对于不足之处提供合理的改进建议，从而帮助员工持续提升工作表现与能力,主动识别需要完成的任务并积极采取行动，不会被动等待他人的要求,以结果为导向，并能够在过程中合理规划人力、时间、预算等各项资源，及时跟进落地情况，不断推动结果达成,深刻理解公司文化内涵，以身作则，积极践行并主动传播文化价值观，保持其日常行为与价值观导向高度一致,重视文化建设，关注员工体验，将部门日常工作与公司文化紧密结合，积极参与并推进文化传播活动，表彰积极践行文化的行为，在部门内营造良好的文化氛围,以坦诚精神、言出必行和公开透明的作风，建立与同事间的信赖和信任感，构建简单、互信、尊重、友爱的人际关系,自觉维护团结，能够顾全大局，多帮助多补位,树立“合规”意识，带头践行合规文化，将合规理念贯穿于日常经营行动的每一个环节,杜绝官僚主义作风，不拉帮结派，不搞权力斗争，不任人唯亲，不默认、纵容下属的任何迎合和奉承行为,树立道德高线，严守纪律底线,请列举2-3个您认为被评估人表现出色并值得他人学习的行为。,请指出2-3个您认为被评估人有可发展空间的方面，并提供具体的发展建议。,您对被评估人的其他建议？,司龄,年龄,直接下属人数,上一次晋升时间,一级序列,二级序列,去年年度绩效数据
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10040666,3,3,4,2,2,3,4,3,4,3,4,2,,,,,,,,4,2,2,2,4,4,4,2,5,straight forward approach,share more knowledge of ESS in the region,integrate more in south europe business,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10031765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10031645,4,4,5,4,4,4,4,4,4,4,3,3,,,,,,,,4,4,5,4,4,4,4,4,4,Distribution management,NA,NA,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10029806,4,4,5,4,4,4,4,3,3,4,4,3,,,,,,,,4,3,4,4,3,4,4,3,4,"He demonstrates real leadership and collaboration skills by successfully establishing cross-departmental cooperation and improving communication between teams where limited interaction previously existed.
He demonstrates strong commercial and cost awareness by fostering a more business-oriented mindset within the local team and encouraging greater consideration of financial and operational impact in decision-making.","He could further strengthen team management by taking a more proactive approach in addressing and minimizing rumors or informal gossip within the team, to keep helping to promote a more transparent and constructive working environment.
He would benefit from becoming more comfortable addressing difficult conversations and providing constructive or negative feedback when needed in 1:1 discussions.","One additional suggestion would be to continue working on maintaining the right balance between being approachable and keeping professional boundaries, while strengthening follow-up and team accountability when needed.",0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10017371,5,4,5,4,4,4,5,5,5,5,4,4,,,,,,,,4,5,5,5,5,4,5,5,5,/,/,/,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10017011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10016521,3,3,3,3,3,4,4,4,3,4,4,3,,,,,,,,3,4,3,3,3,4,3,3,3,Help team to distribute resource,Help team to execute actual task to completion,Get actual projects and customer tasks completed,0.8,56,5,,营销,商务销售,B
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,上级,10020262,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,4,4,5,5,能够合理利用人员的特点，安排工作并有效跟踪，指导和反馈。,在关键时候的任务支持、指导方面，需要加强，特别是现场出现难题时，需要现场给予员工支持。,无,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10016188,4,5,5,4,4,5,5,5,5,5,4,4,5,4,4,5,5,5,4,4,3,5,3,5,4,4,5,5,持续学习，遇到一些好的自动化方面素材及时分享。决策的事项按时开展。,无,无,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10019507,4,4,5,4,4,3,4,4,4,5,4,4,3,3,5,5,5,5,4,4,5,5,5,5,5,4,5,5,能够倾听下属的建议,根据部门目标，制定部门内部及跨部门的工作流程和沟通协作机制促进工作高效开展,梳理部门成员能力现状，合理规划人才队伍，建立人才梯队。,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10021312,5,4,5,5,4,4,5,5,4,5,5,4,4,4,5,5,4,5,4,5,5,4,4,5,4,5,5,5,"1、思维严谨，追求完美，
2、主动关注下属工作中的问题，并协助推进。","1、适当关注员工的思想状态
2、工作之外，要注意休息",无,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10021541,5,5,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,能够及时反思自己在业务以及管理工作中的不足并及时改正。对待每位员工的工作评价都十分公正。,对于AI、先进的数字化技术等新技术的学习不足，国际化视野拓宽不足。希望今后可以多渠道领略新技术、扩展国际化视野。,暂无,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10024146,5,5,5,4,4,4,5,5,4,5,5,4,4,3,5,5,4,4,4,4,5,4,5,5,4,5,5,5,工作作风严谨，深耕设备开发技术，工作中以身作则，能影响组织健康发展，纪律要求严格。,1、与下属交流较为严谨，不苟言笑，建议多增加亲和力，便于员工表达心声，从而推动工作。,1、带动团队成员进行技术研讨、体育类活动。,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10029347,4,4,4,3,3,2,4,3,2,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,3,4,5,5,组织管理有序，能激发员工工作潜力,能积极听取员工困难，提出可落地的执行建议,多些鼓励，少些指责,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,下级,10032256,5,4,5,4,5,3,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,4,5,"1.工作中严格要求自己，每次都能按高标准完成工作，带动下面的兄弟们一起打胜仗
2.对员工有错误就指出，不遮掩，性情直率，同事们都对陈经理很敬佩。",建议加强和底层员工的交流，多听取底层员工的心声，提升组织凝聚力。,建议陈经理多开会鼓励大家，平时大家工作都忙，心情较压抑，需要领导对大家多认可、多加油打气。,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,协同方,10000673,4,5,4,5,4,4,4,4,4,5,3,4,,,,,,,,4,5,4,3,4,5,5,5,5,主动不推诿，先推动问题解决，载复盘流程优化；,/,/,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,协同方,10006060,4,4,4,4,4,4,3,4,3,5,4,4,,,,,,,,4,4,5,4,4,4,4,4,5,严于律己，带头做事,加强沟通能力，参与跨部门项目时，提前明确各方职责、目标与时间节点，建立定期同步机制；,了解更多工艺知识，增加和工艺合作,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,协同方,10013789,4,4,4,4,3,3,4,3,3,3,3,4,,,,,,,,3,4,4,5,5,4,5,2,5,踏实，聚焦解决问题,可以增加跨部门沟通，聚焦解决现场问题；,无,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,协同方,10017158,5,5,4,5,4,4,4,4,4,4,4,4,,,,,,,,5,4,5,4,5,5,4,5,5,"1、能够较好理解公司及部门重点方向，并将年度目标拆解为具体工作事项，在推进过程中关注资源协调、风险识别和结果闭环，具备较强的目标牵引意识；
2、在跨部门协同中能够主动承担责任，遇到复杂问题时不回避、不推诿，能够协调相关资源推动问题解决，保障重点工作持续推进；
3、面对压力和变化时整体比较稳健，能够保持清晰判断和稳定节奏，同时兼顾团队情绪和工作推进，体现出较好的大局意识和责任担当。","1、建议进一步加强前瞻性业务洞察。 在推进现有重点工作的基础上，可更多结合行业趋势、外部标杆和内部痛点，提前识别潜在风险与机会，进一步提升策略规划的前瞻性；
2、建议进一步强化创新机制建设。 除了推动具体问题解决外，可在团队内部建立更系统的创新激励和经验复盘机制，让好的想法能够被持续发现、验证和复制推广。",建议继续保持稳健务实、主动担当的工作风格，在重点工作推进中进一步加强战略牵引、机制建设和人才带动作用。后续可更多从部门长期能力建设角度出发，将个人经验、项目方法和管理机制沉淀下来，进一步提升团队整体作战能力和组织贡献度。,15.4,41,7,,生产,自动化,A
10001344,制造体系,制造技术中心,自动化,自动化开发部,,,执行层,自己,10001344,4,5,5,5,4,4,4,4,5,4,5,4,4,4,5,4,4,5,3,4,5,5,4,5,3,5,5,5,无,无,无,15.4,41,7,,生产,自动化,A
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10014933,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,2,1,2,2,Friendly and approachable,"Learn Sungrow culture, stay open and inclusive, understand the business and engage in it, and truly accomplish tangible results rather than just saying empty words","Learn Sungrow culture, stay open and inclusive, understand the business and engage in it, and focus on delivering tangible results rather than empty words",0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10010934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10009767,4,4,4,4,4,3,4,4,3,3,5,4,,,,,,,,3,3,3,5,3,3,4,5,4,No comment,No comment,No comment,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10007913,3,3,3,4,4,3,4,4,3,4,4,3,,,,,,,,4,3,5,4,4,4,5,4,5,Customer mindset,Internal collaboration,No comment,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,协同方,10007708,5,4,4,4,4,5,5,4,5,4,4,4,,,,,,,,5,4,4,4,4,5,4,4,5,Enthusiastic and proactive at work,"The UK PV market has remained relatively stable, and with Huawei’s repeated changes, we have an opportunity to expand market share",No comment,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10047441,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Having good insight in to the market and has good vision and startegy.,Product capabilities could be improved on.,None,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10044345,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,5,4,5,4,5,5,3,4,"Excellent cross-team collaboration
Strong ownership mindset",Delegate tasks more effectively,No suggestions in particular - he's working in a very professional manner,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10042833,5,5,5,5,5,5,4,5,5,4,5,4,3,4,5,5,5,5,3,5,5,5,5,5,5,4,5,5,"-Building relationships
- Communication with the team
- He's present within the office and approachable","- Regular feedback to those who are high performers, positive and developmental so people feel heard, may prevent influx of resignations happening.
- More management meetings so leaders can be in a room together more often to discuss overview of business",Maybe introduce surveys?,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10040318,5,5,5,4,4,5,5,5,5,5,4,4,4,5,4,3,5,5,4,4,5,5,5,5,5,4,4,5,"Introducing business focus a reporting rigour.
Pulling the entire UK team together, as a customer focussed unit.
Enabling and encouraging individual problem solving.",None. A rounded individual and manager who clearly knows what he's doing.,Keep going in the same direction. Help us secure more head count where needed to support the ever growing UK business.,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10037802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10031897,4,4,4,4,3,4,4,4,2,4,4,3,3,3,3,2,4,3,3,3,4,5,3,5,5,5,5,5,"Leo has demonstrates a high level of professionalism, maintains a neutral and objective approach, and instils strong confidence across the team.","Improve cross-departmental coordination to promote alignment and harmony, and strengthen handover/takeover processes across teams throughout the project lifecycle.",NO,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10027577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,下级,10013143,3,3,3,3,3,4,2,3,3,3,3,3,2,2,4,3,2,2,1,4,3,2,2,3,3,3,3,2,He is good at making arrangements in the office and getting everyone what they need. ,"I think Leo could provide feedbacks on tasks to the team members more in time, to help team members to improve more efficiently. If you do a job and don't know if it's good or bad, it's hard to guess and learn from it. ",more actively involved in team building events to unite the whole team. ,0.8,56,5,,营销,商务销售,B
10044523,光储集团,营销体系,欧洲大区,南欧、英国、爱尔兰,英国&爱尔兰,,执行层,上级,10009470,3,4,4,4,4,3,5,5,3,4,4,4,3,4,4,5,4,5,5,5,5,4,3,3,4,5,4,4,Came in a difficult situation of the team creating unity,"Distribution business needs to improve, cohesion in the team, working in the goships of the team","Difficult situation but step by step recovering, distribution business and C&I storage needs to improve, pay attention to cross regional ",0.8,56,5,,营销,商务销售,B
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,自己,10044353,5,4,4,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,5,5,5,5,4,5,5,4,5,5,创新力强，市场洞察能力强、性格直率,重点市场新兴市场开拓，与跨部门联动，长期主义,建议保持学习,0.8,32,7,,营销,商务销售,B+
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,协同方,10044107,5,4,4,5,5,4,4,4,4,5,5,4,,,,,,,,4,4,4,4,4,4,4,4,5,客户导向，积极努力推进订单达成,对产品利润需重点考虑,全面看到市场,0.8,32,7,,营销,商务销售,B+
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,协同方,10043213,3,3,3,3,3,4,3,4,3,4,3,4,,,,,,,,3,4,5,3,4,4,4,4,4,组织变更，未产生过多工作交集,组织变更，未产生过多工作交集,组织变更，未产生过多工作交集,0.8,32,7,,营销,商务销售,B+
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,协同方,10041712,4,4,4,5,4,5,5,5,4,4,4,4,,,,,,,,3,3,3,4,4,3,3,3,4,无,无,无,0.8,32,7,,营销,商务销售,B+
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,协同方,10037538,5,4,5,4,5,4,5,4,5,5,4,5,,,,,,,,4,5,5,4,4,5,4,5,4,善于整合资源，行业洞察力强。,多帮助他人。,无,0.8,32,7,,营销,商务销售,B+
10044353,光储集团,充电事业部,国内销售部,行业大客户组,,,执行层,协同方,10034647,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,.,.,.,0.8,32,7,,营销,商务销售,B+
